id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors
7600380,02-02-2010 02:24,1142,4674,$4.72,Swipe Transaction,75781,Canton,MA,2021,5411,
7600389,02-02-2010 02:43,1802,5836,$80.32,Swipe Transaction,75339,Monroe Township,NJ,8831,5211,
7600398,02-02-2010 02:54,1305,2229,$41.20,Swipe Transaction,60569,Somerville,TN,38068,5300,
7600404,02-02-2010 03:04,1802,5836,$105.89,Swipe Transaction,63467,Monroe Township,NJ,8831,5411,
7600410,02-02-2010 03:15,947,5534,$67.47,Swipe Transaction,86410,Brooklyn,NY,11238,5211,
7600419,02-02-2010 03:37,1305,1260,$55.68,Swipe Transaction,52076,Millington,TN,38053,5300,
7600427,02-02-2010 03:48,1686,2617,$198.92,Swipe Transaction,1827,Lafayette,CO,80026,5912,
7600437,02-02-2010 04:06,20,4995,$2.55,Swipe Transaction,20519,Fort Worth,TX,76114,5942,
7600443,02-02-2010 04:17,458,4177,$13.52,Online Transaction,85247,ONLINE,,,5815,
7600449,02-02-2010 04:34,1538,3206,$14.56,Swipe Transaction,90379,New York,NY,10032,5411,
7600456,02-02-2010 04:50,526,4522,$25.60,Swipe Transaction,84320,Miami,FL,33134,4121,
7600462,02-02-2010 04:54,1079,2842,$62.83,Online Transaction,58808,ONLINE,,,5192,
7600468,02-02-2010 05:07,630,2059,$100.00,Swipe Transaction,27092,Jacksonville,FL,32221,4829,
7600474,02-02-2010 05:14,1517,2985,$147.09,Swipe Transaction,48795,Vienna,VA,22182,5912,
7600480,02-02-2010 05:26,1181,5842,$27.26,Swipe Transaction,52985,Concord,NC,28027,5211,
7600488,02-02-2010 05:33,1487,2978,$109.81,Swipe Transaction,75936,New York,NY,10128,5814,
7600495,02-02-2010 05:39,17,4962,$93.27,Swipe Transaction,43261,Hickory,NC,28602,5300,
7600503,02-02-2010 05:47,1529,4985,$4.08,Swipe Transaction,26810,Pompano Beach,FL,33076,5541,
7600510,02-02-2010 05:53,503,2513,$16.92,Swipe Transaction,32175,Chicago,IL,60630,7538,
7600517,02-02-2010 05:56,1543,3864,$201.03,Swipe Transaction,86616,Sherman Oaks,CA,91403,4814,
7600524,02-02-2010 06:00,1466,4634,$77.69,Swipe Transaction,80643,Washington,DC,20010,4111,
7600533,02-02-2010 06:03,1138,2122,$45.13,Online Transaction,39021,ONLINE,,,4784,
7600540,02-02-2010 06:05,1228,15,$1.99,Swipe Transaction,72515,Austin,TX,78705,5814,
7600546,02-02-2010 06:06,1239,1243,$1.89,Swipe Transaction,88646,Garden Grove,CA,92841,5812,
7600553,02-02-2010 06:08,278,2518,$103.27,Swipe Transaction,86410,Houston,TX,77056,5211,
7600559,02-02-2010 06:10,667,5408,$39.78,Swipe Transaction,62772,Durham,NC,27713,5411,
7600566,02-02-2010 06:12,557,5570,$40.00,Swipe Transaction,27092,Inglewood,CA,90304,4829,
7600573,02-02-2010 06:13,1695,114,$17.96,Online Transaction,726,ONLINE,,,4900,
7600580,02-02-2010 06:15,571,5960,$2.29,Swipe Transaction,28395,Martinsburg,WV,25401,5541,
7600588,02-02-2010 06:16,1675,4692,$-66.00,Swipe Transaction,61195,Puyallup,WA,98374,5541,
7600595,02-02-2010 06:17,1774,4516,$1.16,Swipe Transaction,59935,Minneapolis,MN,55421,5499,
7600602,02-02-2010 06:19,1786,1000,$12.78,Swipe Transaction,50867,Louisville,OH,44641,5541,
7600608,02-02-2010 06:21,1703,2969,$69.60,Swipe Transaction,33666,Grand Junction,CO,81506,5621,
7600614,02-02-2010 06:23,1872,2918,$11.10,Swipe Transaction,50783,Marietta,GA,30062,5411,
7600621,02-02-2010 06:27,1295,3318,$17.59,Swipe Transaction,13161,Duluth,MN,55807,4121,
7600629,02-02-2010 06:28,1692,5371,$41.72,Online Transaction,39021,ONLINE,,,4784,
7600636,02-02-2010 06:32,100,1045,$35.68,Online Transaction,39021,ONLINE,,,4784,
7600644,02-02-2010 06:33,1439,235,$1.17,Swipe Transaction,14528,New Market,TN,37820,5499,
7600651,02-02-2010 06:34,1898,4543,$42.54,Online Transaction,39021,ONLINE,,,4784,
7600660,02-02-2010 06:36,1478,1237,$7.06,Swipe Transaction,98648,Lincoln,CA,95648,5814,
7600666,02-02-2010 06:37,1840,4568,$2.01,Swipe Transaction,30928,Beaverton,OR,97005,5541,
7600673,02-02-2010 06:40,547,5526,$0.53,Swipe Transaction,20906,Delavan,WI,53115,5411,
7600681,02-02-2010 06:42,1678,4680,$8.36,Swipe Transaction,10210,Wethersfield,CT,6109,5812,
7600689,02-02-2010 06:45,1456,5935,$80.00,Swipe Transaction,27092,Lucedale,MS,39452,4829,
7600695,02-02-2010 06:48,442,1213,$26.58,Swipe Transaction,82981,Barnhart,MO,63012,5912,
7600702,02-02-2010 06:50,1144,5153,$21.30,Swipe Transaction,32175,Orlando,FL,32820,7538,
7600708,02-02-2010 06:51,580,5109,$2.35,Swipe Transaction,75781,Findlay,OH,45840,5411,
7600715,02-02-2010 06:53,46,3732,$15.20,Swipe Transaction,52225,Howard Beach,NY,11414,5411,
7600723,02-02-2010 06:55,277,4264,$26.01,Swipe Transaction,59935,Grenada,MS,38902,5499,
7600731,02-02-2010 06:56,1239,1243,$2.76,Swipe Transaction,3033,Garden Grove,CA,92840,5411,
7600737,02-02-2010 06:58,748,1067,$16.65,Swipe Transaction,4371,Houston,TX,77031,5912,
7600745,02-02-2010 06:59,1785,2153,$41.16,Swipe Transaction,69956,Brownsville,TX,78520,5310,
7600752,02-02-2010 07:00,1895,2119,$54.62,Swipe Transaction,88712,Barnegat,NJ,8005,7538,
7600758,02-02-2010 07:02,209,4676,$1.05,Swipe Transaction,86438,El Paso,TX,79928,5499,
7600765,02-02-2010 07:04,17,4962,$28.93,Swipe Transaction,25027,Hickory,NC,28602,5310,
7600774,02-02-2010 07:05,1398,4930,$25.84,Online Transaction,39021,ONLINE,,,4784,
7600781,02-02-2010 07:06,1720,2492,$-71.00,Swipe Transaction,72351,Fort Worth,TX,76119,5541,
7600787,02-02-2010 07:08,1369,5792,$1.21,Swipe Transaction,59935,Greenfield,IN,46140,5499,
7600795,02-02-2010 07:12,1720,2492,$14.39,Swipe Transaction,72351,Fort Worth,TX,76119,5541,
7600805,02-02-2010 07:14,1475,3746,$11.38,Swipe Transaction,48919,Ewa Beach,HI,96706,5311,
7600812,02-02-2010 07:16,628,2579,$37.80,Swipe Transaction,5780,Narberth,PA,19072,7210,
7600818,02-02-2010 07:17,1237,2092,$1.67,Swipe Transaction,86438,Waukegan,IL,60085,5499,
7600825,02-02-2010 07:18,1356,5480,$2.11,Swipe Transaction,20986,Colfax,WI,54730,5411,
7600832,02-02-2010 07:20,356,3251,$19.62,Swipe Transaction,46284,Stuart,FL,34997,5411,
7600838,02-02-2010 07:21,44,5748,$40.32,Swipe Transaction,96006,Conway,WA,98238,4111,
7600846,02-02-2010 07:23,1718,2029,$7.54,Swipe Transaction,75781,Alhambra,CA,91801,5411,
7600852,02-02-2010 07:24,1988,2161,$139.92,Swipe Transaction,15015,Miami,FL,33156,5310,
7600859,02-02-2010 07:26,882,1079,$142.80,Swipe Transaction,8968,Mount Vernon,OH,43050,5300,
7600866,02-02-2010 07:27,1453,1117,$2.09,Swipe Transaction,50783,Parrish,AL,35580,5411,
7600872,02-02-2010 07:28,1518,1204,$47.61,Online Transaction,39021,ONLINE,,,4784,
7600878,02-02-2010 07:30,46,1167,$-98.00,Swipe Transaction,50867,Kew Gardens,NY,11415,5541,
7600886,02-02-2010 07:31,1825,4310,$7.90,Swipe Transaction,57153,Aurora,CO,80013,5812,
7600894,02-02-2010 07:33,855,4647,$3.40,Swipe Transaction,20519,Picayune,MS,39466,5942,
7600900,02-02-2010 07:35,395,2027,$6.65,Swipe Transaction,20519,Arlington,TX,76010,5942,
7600907,02-02-2010 07:37,472,3811,$96.00,Swipe Transaction,41260,Fox Lake,WI,53933,5541,
7600915,02-02-2010 07:38,1696,2408,$-51.00,Swipe Transaction,43293,Seattle,WA,98125,5499,
7600921,02-02-2010 07:40,379,2019,$3.20,Swipe Transaction,90538,Mobile,AL,36693,5411,
7600929,02-02-2010 07:43,566,3439,$8.25,Swipe Transaction,47278,Glendale,CA,91204,5977,
7600935,02-02-2010 07:43,1897,4948,$23.08,Swipe Transaction,81833,Huntington,NY,11743,5912,
7600942,02-02-2010 07:46,120,5813,$89.07,Online Transaction,13523,ONLINE,,,5310,Bad CVV
7600951,02-02-2010 07:49,997,5046,$1.61,Swipe Transaction,14528,Chula Vista,CA,91913,5499,
7600960,02-02-2010 07:50,1797,1127,$100.00,Swipe Transaction,27092,San Leandro,CA,94577,4829,
7600967,02-02-2010 07:52,472,3811,$76.64,Swipe Transaction,41260,Fox Lake,WI,53933,5541,
7600974,02-02-2010 07:53,1989,3800,$24.40,Swipe Transaction,50783,Upper Marlboro,MD,20774,5411,
7600982,02-02-2010 07:55,371,5495,$3.94,Swipe Transaction,95310,Richmond,VA,23226,5300,
7600988,02-02-2010 07:57,1718,4706,$13.96,Swipe Transaction,75781,Alhambra,CA,91801,5411,
7600994,02-02-2010 07:59,321,5755,$202.63,Swipe Transaction,91099,Merrill,WI,54452,4900,
7601003,02-02-2010 08:01,1451,250,$2.75,Swipe Transaction,25887,Revere,MA,2151,5814,
7601012,02-02-2010 08:04,885,5852,$0.37,Swipe Transaction,14528,Crane,MO,65633,5499,
7601018,02-02-2010 08:05,1622,2877,$10.93,Swipe Transaction,75781,Canton,MA,2021,5411,
7601024,02-02-2010 08:07,667,1194,$4.58,Swipe Transaction,62772,Durham,NC,27713,5411,
7601032,02-02-2010 08:08,1619,3015,$2.61,Swipe Transaction,75936,Sherman,TX,75090,5814,
7601039,02-02-2010 08:09,1079,3813,$24.30,Swipe Transaction,10044,Rockville Centre,NY,11570,5812,
7601047,02-02-2010 08:10,957,82,$41.18,Swipe Transaction,22369,Germantown,MD,20874,7210,
7601056,02-02-2010 08:12,629,124,$16.66,Swipe Transaction,19158,Ellicott City,MD,21043,5812,
7601066,02-02-2010 08:13,1528,4315,$12.78,Swipe Transaction,50783,Shreveport,LA,71107,5411,
7601074,02-02-2010 08:16,360,2611,$9.64,Swipe Transaction,72351,Woodbine,NJ,8270,5541,
7601082,02-02-2010 08:17,1098,4626,$-78.00,Swipe Transaction,59935,Granville,IA,51022,5499,
7601090,02-02-2010 08:19,472,3826,$69.38,Swipe Transaction,59935,Lake Delton,WI,53940,5499,
7601098,02-02-2010 08:20,1636,3390,$1.81,Swipe Transaction,86438,Kansas City,MO,64124,5499,
7601105,02-02-2010 08:23,797,5428,$139.22,Swipe Transaction,14526,Honolulu,HI,96825,4900,
7601111,02-02-2010 08:24,416,1220,$14.58,Swipe Transaction,60569,Dunlap,TN,37327,5300,
7601117,02-02-2010 08:24,1096,3012,$122.00,Swipe Transaction,61195,Syracuse,NY,13224,5541,
7601127,02-02-2010 08:25,1575,5582,$1.15,Swipe Transaction,14528,Sarasota,FL,34235,5499,
7601135,02-02-2010 08:27,55,3265,$129.75,Swipe Transaction,30286,San Pablo,CA,94806,4814,
7601142,02-02-2010 08:28,1703,2969,$160.00,Swipe Transaction,27092,Avon,CO,81620,4829,
7601151,02-02-2010 08:30,1583,3385,$4.00,Swipe Transaction,69972,Lancaster,PA,17601,5814,
7601158,02-02-2010 08:32,1902,4286,$25.47,Online Transaction,39021,ONLINE,,,4784,
7601165,02-02-2010 08:34,432,4301,$-81.00,Swipe Transaction,56431,Orlando,FL,32801,5541,
7601172,02-02-2010 08:35,621,4944,$10.03,Swipe Transaction,49235,Daytona Beach,FL,32117,5812,
7601178,02-02-2010 08:36,127,1086,$121.64,Swipe Transaction,22204,Pike Road,AL,36064,5541,
7601185,02-02-2010 08:37,474,2218,$17.29,Swipe Transaction,35451,Williston Park,NY,11596,5812,
7601192,02-02-2010 08:38,668,5778,$35.82,Swipe Transaction,69956,Birmingham,AL,35211,5310,Insufficient Balance
7601199,02-02-2010 08:39,1517,2131,$8.65,Swipe Transaction,25887,Vienna,VA,22182,5814,
7601208,02-02-2010 08:41,797,2839,$2.98,Swipe Transaction,20519,Hillsboro,OR,97123,5942,
7601215,02-02-2010 08:42,650,5580,$51.00,Swipe Transaction,59935,Fort Worth,TX,76107,5499,
7601222,02-02-2010 08:43,1296,3665,$16.36,Swipe Transaction,14636,Longwood,FL,32750,4121,
7601229,02-02-2010 08:45,1317,5790,$7.41,Swipe Transaction,45926,Pleasantville,NJ,8232,5814,
7601236,02-02-2010 08:46,1752,3880,$9.93,Swipe Transaction,32033,Abbeville,LA,70510,5411,
7601248,02-02-2010 08:49,1213,3270,$98.98,Online Transaction,726,ONLINE,,,4900,
7601255,02-02-2010 08:51,132,5513,$68.18,Swipe Transaction,70903,Miami,FL,33193,4111,
7601261,02-02-2010 08:51,1615,5473,$487.37,Online Transaction,72813,ONLINE,,,6300,
7601268,02-02-2010 08:53,921,2541,$84.77,Swipe Transaction,73958,Rush,NY,14543,5912,
7601274,02-02-2010 08:55,419,4111,$3.68,Swipe Transaction,50783,New York,NY,10027,5411,
7601281,02-02-2010 08:55,1805,2546,$2.88,Swipe Transaction,57665,Charlevoix,MI,49720,5812,
7601287,02-02-2010 08:56,1428,5116,$5.68,Swipe Transaction,96971,Lebanon,MO,65536,5812,
7601294,02-02-2010 08:58,419,3854,$7.11,Swipe Transaction,75936,New York,NY,10027,5814,
7601302,02-02-2010 08:59,1177,3030,$6.25,Swipe Transaction,26810,Monmouth,IL,61462,5541,
7601309,02-02-2010 09:01,383,1092,$12.15,Swipe Transaction,20561,Pollock,LA,71467,5912,
7601316,02-02-2010 09:02,1177,4164,$10.37,Swipe Transaction,75781,Hanna City,IL,61536,5411,
7601325,02-02-2010 09:04,589,4497,$20.00,Swipe Transaction,27092,Wooster,OH,44691,4829,
7601331,02-02-2010 09:05,332,5816,$112.12,Swipe Transaction,74747,Shelbyville,IN,46176,8021,
7601338,02-02-2010 09:05,1830,4083,$60.00,Swipe Transaction,27092,Tryon,NC,28782,4829,
7601344,02-02-2010 09:07,1579,4163,$3.76,Swipe Transaction,89245,Tampa,FL,33617,5411,
7601355,02-02-2010 09:09,133,2198,$25.11,Online Transaction,39021,ONLINE,,,4784,
7601367,02-02-2010 09:11,1528,3752,$80.00,Swipe Transaction,27092,Shreveport,LA,71108,4829,
7601375,02-02-2010 09:12,1561,1025,$5.49,Swipe Transaction,2046,Fort Mill,SC,29715,5812,
7601382,02-02-2010 09:14,1666,178,$23.46,Online Transaction,39021,ONLINE,,,4784,
7601389,02-02-2010 09:16,597,3414,$17.96,Online Transaction,15143,ONLINE,,,4784,
7601396,02-02-2010 09:16,1776,4938,$-61.00,Swipe Transaction,43293,Nashport,OH,43830,5499,
7601405,02-02-2010 09:19,1361,2880,$6.76,Swipe Transaction,22584,Detroit,MI,48202,5812,
7601411,02-02-2010 09:21,361,4703,$20.16,Swipe Transaction,59935,Hawthorne,CA,90250,5499,
7601417,02-02-2010 09:22,1613,4549,$6.94,Swipe Transaction,82981,Belgrade,ME,4917,5912,
7601423,02-02-2010 09:23,1391,36,$16.19,Swipe Transaction,20519,Rego Park,NY,11374,5942,
7601430,02-02-2010 09:24,1028,139,$-63.00,Swipe Transaction,59935,Chicago,IL,60622,5499,
7601436,02-02-2010 09:25,1540,3763,$46.64,Online Transaction,39021,ONLINE,,,4784,
7601443,02-02-2010 09:26,1028,139,$63.00,Swipe Transaction,59935,Chicago,IL,60622,5499,
7601450,02-02-2010 09:27,1448,126,$33.08,Online Transaction,39021,ONLINE,,,4784,
7601460,02-02-2010 09:29,1725,3296,$1.04,Swipe Transaction,94443,Henrico,VA,23228,5411,
7601468,02-02-2010 09:30,1915,5031,$12.36,Swipe Transaction,98648,Monroe,NY,10950,5814,
7601476,02-02-2010 09:33,247,2179,$108.97,Swipe Transaction,60569,Westlake,LA,70669,5300,
7601483,02-02-2010 09:34,141,4219,$4.75,Swipe Transaction,50783,Victoria,TX,77901,5411,
7601490,02-02-2010 09:35,387,4601,$48.43,Swipe Transaction,59935,Avon,OH,44011,5499,
7601498,02-02-2010 09:37,1817,2530,$3.63,Swipe Transaction,59935,Pearland,TX,77584,5499,
7601506,02-02-2010 09:39,987,5090,$12.03,Swipe Transaction,29209,Gaithersburg,MD,20879,5411,
7601514,02-02-2010 09:40,1087,1029,$6.37,Swipe Transaction,35451,Lexington,KY,40502,5812,
7601521,02-02-2010 09:41,944,2828,$14.48,Online Transaction,18563,ONLINE,,,4121,
7601529,02-02-2010 09:42,1581,5541,$9.67,Swipe Transaction,12090,Arnold,MO,63010,5912,
7601535,02-02-2010 09:43,1772,56,$10.74,Swipe Transaction,46284,Rancho Cucamonga,CA,91730,5411,
7601542,02-02-2010 09:45,1946,3679,$131.30,Swipe Transaction,27647,Cleveland,OH,44134,8043,
7601550,02-02-2010 09:47,254,1247,$60.00,Swipe Transaction,27092,Longmont,CO,80503,4829,
7601557,02-02-2010 09:49,845,2855,$1.89,Swipe Transaction,98374,Fort Walton Beach,FL,32547,5411,
7601564,02-02-2010 09:51,142,1046,$97.87,Swipe Transaction,28193,Austin,TX,78717,5651,
7601570,02-02-2010 09:52,1028,139,$12.66,Swipe Transaction,86410,Chicago,IL,60623,5211,
7601580,02-02-2010 09:54,459,5827,$69.00,Swipe Transaction,59935,Edgefield,SC,29824,5499,
7601586,02-02-2010 09:55,1777,1207,$4.25,Swipe Transaction,25887,Annandale,VA,22003,5814,
7601593,02-02-2010 09:57,1100,5964,$164.33,Online Transaction,85600,ONLINE,,,3066,Bad Card Number
7601599,02-02-2010 09:59,419,4111,$2.30,Swipe Transaction,20519,New York,NY,10029,5942,
7601608,02-02-2010 10:03,349,4314,$58.00,Swipe Transaction,59935,Orrville,OH,44667,5499,
7601619,02-02-2010 10:06,452,4249,$4.55,Swipe Transaction,32733,Houston,TX,77096,5411,
7601625,02-02-2010 10:07,386,3673,$16.51,Swipe Transaction,5499,Worcester,MA,1602,4121,
7601631,02-02-2010 10:08,779,4558,$1.00,Swipe Transaction,61195,Lewisville,TX,75077,5541,
7601637,02-02-2010 10:10,383,1092,$77.00,Swipe Transaction,49789,Oakdale,LA,71463,5541,
7601645,02-02-2010 10:12,483,2121,$122.32,Online Transaction,96529,ONLINE,,,4899,
7601651,02-02-2010 10:14,1221,4693,$0.46,Swipe Transaction,50783,Moreno Valley,CA,92555,5411,
7601658,02-02-2010 10:16,200,2875,$72.61,Swipe Transaction,54850,Huntington,WV,25701,4814,
7601666,02-02-2010 10:17,1983,3399,$45.48,Swipe Transaction,14409,Laguna Beach,CA,92651,5310,
7601672,02-02-2010 10:19,1087,3266,$5.04,Swipe Transaction,35451,Lexington,KY,40502,5812,
7601679,02-02-2010 10:21,349,4314,$18.59,Swipe Transaction,59935,Orrville,OH,44667,5499,
7601685,02-02-2010 10:22,1575,224,$14.49,Swipe Transaction,98374,Sarasota,FL,34230,5411,
7601691,02-02-2010 10:23,1519,4210,$2.26,Swipe Transaction,20519,Billings,MT,59102,5942,
7601700,02-02-2010 10:24,1217,5030,$5.28,Swipe Transaction,75305,Phoenix,AZ,85032,5812,
7601707,02-02-2010 10:26,733,1048,$11.91,Swipe Transaction,804,Woodway,TX,76712,5812,
7601714,02-02-2010 10:27,1391,4107,$40.94,Online Transaction,39021,ONLINE,,,4784,
7601723,02-02-2010 10:28,1520,3329,$65.86,Swipe Transaction,49944,San Francisco,CA,94101,4111,
7601729,02-02-2010 10:30,345,3441,$51.96,Swipe Transaction,60569,Vicksburg,MI,49097,5300,
7601741,02-02-2010 10:33,676,3910,$25.68,Online Transaction,88459,ONLINE,,,5311,
7601747,02-02-2010 10:34,1488,1098,$172.03,Online Transaction,17976,ONLINE,,,4900,
7601755,02-02-2010 10:36,96,3695,$175.87,Swipe Transaction,60569,Santa Barbara,CA,93101,5300,
7601762,02-02-2010 10:37,699,3285,$11.31,Swipe Transaction,35451,Cedar Rapids,IA,52403,5812,
7601768,02-02-2010 10:38,840,4992,$28.08,Swipe Transaction,83480,San Francisco,CA,94131,9402,
7601776,02-02-2010 10:40,783,4945,$2.72,Swipe Transaction,97462,Bernalillo,NM,87004,5310,
7601784,02-02-2010 10:42,17,4962,$41.47,Swipe Transaction,60569,Crumpler,NC,28617,5300,
7601791,02-02-2010 10:44,470,5097,$80.00,Swipe Transaction,27092,Muldrow,OK,74948,4829,
7601800,02-02-2010 10:46,1508,3279,$0.98,Swipe Transaction,86862,Bloomington,IN,47403,5411,
7601808,02-02-2010 10:48,1518,1204,$43.04,Swipe Transaction,13523,Laceys Spring,AL,35754,5310,
7601817,02-02-2010 10:49,1331,5027,$20.97,Swipe Transaction,83480,Olympia,WA,98516,9402,
7601825,02-02-2010 10:51,1369,5792,$1.28,Swipe Transaction,98648,Fairland,IN,46126,5814,
7601834,02-02-2010 10:53,363,5555,$12.51,Swipe Transaction,89062,Seminole,FL,33777,5411,
7601842,02-02-2010 10:54,1958,3215,$1.42,Swipe Transaction,14528,Fayetteville,NC,28306,5499,
7601848,02-02-2010 10:56,1153,2021,$40.00,Swipe Transaction,27092,Aurora,CO,80013,4829,
7601854,02-02-2010 10:57,663,975,$72.67,Swipe Transaction,18215,Franklin,TN,37067,5719,
7601860,02-02-2010 10:57,1849,1011,$55.28,Swipe Transaction,50783,University Place,WA,98467,5411,
7601867,02-02-2010 10:59,60,2799,$103.35,Swipe Transaction,14800,Sodus,NY,14551,5300,
7601874,02-02-2010 11:01,1245,5347,$83.00,Swipe Transaction,72351,Gloucester,VA,23061,5541,
7601880,02-02-2010 11:03,113,5041,$58.30,Swipe Transaction,86410,North Richland Hills,TX,76180,5211,
7601887,02-02-2010 11:05,319,248,$6.40,Swipe Transaction,61195,Fresno,CA,93727,5541,
7601893,02-02-2010 11:06,112,1134,$13.28,Swipe Transaction,44578,Phoenix,AZ,85017,5812,
7601901,02-02-2010 11:07,1114,4650,$11.69,Swipe Transaction,76226,Bloomfield,IN,47424,5812,
7601908,02-02-2010 11:09,1591,5919,$18.60,Online Transaction,88998,ONLINE,,,4784,
7601914,02-02-2010 11:10,1195,3219,$15.51,Swipe Transaction,7517,Rochester,MN,55904,5812,
7601923,02-02-2010 11:12,47,5080,$70.18,Swipe Transaction,82981,Bronx,NY,10456,5912,
7601929,02-02-2010 11:12,1577,3437,$67.73,Swipe Transaction,99370,Sarasota,FL,34243,5311,
7601936,02-02-2010 11:14,737,148,$29.15,Swipe Transaction,46284,Grants Pass,OR,97526,5411,
7601942,02-02-2010 11:15,597,2532,$98.00,Swipe Transaction,43293,San Francisco,CA,94131,5499,
7601949,02-02-2010 11:17,909,155,$17.49,Swipe Transaction,22204,Eltopia,WA,99330,5541,
7601957,02-02-2010 11:18,556,2,$-67.00,Swipe Transaction,61195,Barberton,OH,44203,5541,
7601964,02-02-2010 11:19,1237,2092,$12.14,Swipe Transaction,81833,Waukegan,IL,60085,5912,
7601974,02-02-2010 11:21,810,4309,$60.00,Swipe Transaction,27092,Louisville,KY,40213,4829,
7601980,02-02-2010 11:22,597,2532,$90.00,Swipe Transaction,43293,San Francisco,CA,94131,5499,
7601987,02-02-2010 11:23,1245,5347,$58.88,Swipe Transaction,72351,Gloucester,VA,23061,5541,
7601993,02-02-2010 11:24,1517,72,$30.33,Swipe Transaction,25093,Vienna,VA,22182,5812,
7602001,02-02-2010 11:25,1996,4212,$24.76,Swipe Transaction,17751,Alvin,TX,77511,5300,
7602010,02-02-2010 11:28,732,1115,$87.00,Swipe Transaction,59935,Wichita,KS,67204,5499,
7602017,02-02-2010 11:30,957,5042,$17.04,Swipe Transaction,98374,Germantown,MD,20875,5411,
7602023,02-02-2010 11:31,1079,2842,$29.97,Swipe Transaction,16921,Rockville Centre,NY,11570,5411,
7602029,02-02-2010 11:32,1464,3008,$12.86,Swipe Transaction,68092,Schenectady,NY,12309,5921,
7602039,02-02-2010 11:34,212,2418,$21.42,Swipe Transaction,63925,Dallas,TX,75227,7230,
7602045,02-02-2010 11:34,1407,4695,$68.59,Swipe Transaction,60580,Bessemer,AL,35023,5300,
7602052,02-02-2010 11:36,1276,996,$17.70,Swipe Transaction,1903,Chicago,IL,60616,5812,
7602059,02-02-2010 11:38,368,5566,$43.31,Online Transaction,50404,ONLINE,,,4784,
7602065,02-02-2010 11:39,464,3233,$17.46,Swipe Transaction,74663,Orlando,FL,32804,5812,
7602073,02-02-2010 11:40,1899,5969,$19.43,Swipe Transaction,22204,Snohomish,WA,98290,5541,
7602082,02-02-2010 11:44,13,2109,$9.17,Swipe Transaction,92542,Fort Knox,KY,40121,5813,
7602089,02-02-2010 11:45,1405,2939,$7.88,Swipe Transaction,59935,Grand Forks,ND,58201,5499,
7602095,02-02-2010 11:47,1904,2575,$9.15,Swipe Transaction,59397,Mcalester,OK,74501,5812,
7602101,02-02-2010 11:48,1135,4977,$9.63,Swipe Transaction,61195,Temecula,CA,92591,5541,
7602108,02-02-2010 11:49,1144,2223,$41.30,Swipe Transaction,32175,Orlando,FL,32820,7538,
7602115,02-02-2010 11:50,1776,4938,$72.58,Online Transaction,39021,ONLINE,,,4784,
7602121,02-02-2010 11:51,1818,4711,$59.67,Swipe Transaction,20767,Virginia Beach,VA,23451,5621,
7602128,02-02-2010 11:52,1777,4557,$3.04,Swipe Transaction,87625,Annandale,VA,22003,5812,
7602137,02-02-2010 11:54,343,2410,$63.80,Swipe Transaction,48919,Manteca,CA,95337,5311,
7602144,02-02-2010 11:55,1106,2183,$17.57,Swipe Transaction,44796,Glendale,CA,91205,5912,
7602153,02-02-2010 11:57,1169,3389,$38.20,Online Transaction,41122,ONLINE,,,4784,
7602159,02-02-2010 11:58,1861,3374,$33.04,Swipe Transaction,20561,Carrollton,TX,75006,5912,
7602166,02-02-2010 12:00,696,3870,$1.68,Swipe Transaction,46284,Woodmere,NY,11598,5411,
7602172,02-02-2010 12:01,1315,5070,$2.29,Swipe Transaction,14528,Louisville,IL,62858,5499,
7602178,02-02-2010 12:03,400,3852,$21.46,Swipe Transaction,20561,Panama City,FL,32409,5912,
7602186,02-02-2010 12:05,4,5391,$79.84,Swipe Transaction,86616,Seattle,WA,98126,4814,
7602196,02-02-2010 12:07,866,2110,$55.62,Swipe Transaction,1841,Pittsburgh,PA,15203,5912,
7602203,02-02-2010 12:08,1985,4085,$7.04,Swipe Transaction,70635,Alpharetta,GA,30022,5310,
7602212,02-02-2010 12:10,1237,3372,$9.52,Swipe Transaction,59935,Waukegan,IL,60085,5499,
7602219,02-02-2010 12:12,638,2068,$141.70,Online Transaction,96529,ONLINE,,,4899,
7602226,02-02-2010 12:13,1859,2419,$7.64,Swipe Transaction,50867,Middletown,NY,10940,5541,
7602232,02-02-2010 12:15,631,2596,$5.39,Swipe Transaction,22204,Oklahoma City,OK,73159,5541,
7602238,02-02-2010 12:15,1875,4167,$9.36,Swipe Transaction,55958,Canal Fulton,OH,44614,5912,
7602245,02-02-2010 12:17,135,2808,$41.22,Online Transaction,39021,ONLINE,,,4784,
7602252,02-02-2010 12:18,1130,2446,$13.99,Swipe Transaction,81833,Federal Way,WA,98003,5912,
7602260,02-02-2010 12:20,185,5361,$48.04,Swipe Transaction,66385,Elizabeth,NJ,7201,7538,
7602267,02-02-2010 12:21,961,2202,$6.27,Swipe Transaction,61159,Odessa,FL,33556,5921,
7602274,02-02-2010 12:21,1928,4493,$9.70,Swipe Transaction,35451,Ridgefield,WA,98642,5812,
7602281,02-02-2010 12:23,1020,1224,$155.22,Swipe Transaction,54478,Schaumburg,IL,60194,8049,
7602289,02-02-2010 12:25,1345,2234,$16.05,Swipe Transaction,50783,Jarreau,LA,70749,5411,
7602298,02-02-2010 12:28,1654,2915,$60.00,Swipe Transaction,61195,Newport,RI,2840,5541,
